track_id,label,source,frame,keyframe,outside,occluded,xtl,ytl,xbr,ybr,z_order
0,teddy,manual,0,1,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,1,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,2,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,3,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,4,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,5,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,6,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,7,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,8,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,9,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,10,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,11,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,12,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,13,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,14,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,15,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,16,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,17,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,18,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,19,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,20,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,21,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,22,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,23,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,24,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,25,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,26,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,27,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,28,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,29,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,30,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,31,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,32,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,33,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,34,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,35,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,36,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,37,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,38,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,39,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,40,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,41,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,42,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,43,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,44,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,45,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,46,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,47,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,48,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,49,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,50,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,51,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,52,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,53,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,54,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,55,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,56,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,57,0,0,0,795.94,969.37,980.14,1203.51,0
0,teddy,manual,58,1,1,0,795.94,969.37,980.14,1203.51,0
1,Cup,manual,0,1,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,1,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,2,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,3,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,4,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,5,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,6,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,7,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,8,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,9,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,10,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,11,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,12,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,13,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,14,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,15,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,16,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,17,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,18,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,19,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,20,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,21,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,22,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,23,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,24,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,25,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,26,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,27,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,28,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,29,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,30,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,31,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,32,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,33,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,34,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,35,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,36,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,37,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,38,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,39,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,40,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,41,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,42,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,43,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,44,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,45,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,46,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,47,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,48,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,49,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,50,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,51,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,52,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,53,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,54,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,55,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,56,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,57,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,58,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,59,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,60,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,61,0,0,0,705.4,1116.1,816.23,1220.68,0
1,Cup,manual,62,1,1,0,705.4,1116.1,816.23,1220.68,0
