Frame,Object ID,x1,y1,x2,y2
0,2,795.94,969.37,980.14,1203.51
1,2,795.94,969.37,980.14,1203.51
2,2,795.94,969.37,980.14,1203.51
3,2,795.94,969.37,980.14,1203.51
4,2,795.94,969.37,980.14,1203.51
5,2,795.94,969.37,980.14,1203.51
6,2,795.94,969.37,980.14,1203.51
7,2,795.94,969.37,980.14,1203.51
8,2,795.94,969.37,980.14,1203.51
9,2,795.94,969.37,980.14,1203.51
10,2,795.94,969.37,980.14,1203.51
11,2,795.94,969.37,980.14,1203.51
12,2,795.94,969.37,980.14,1203.51
13,2,795.94,969.37,980.14,1203.51
14,2,795.94,969.37,980.14,1203.51
15,2,795.94,969.37,980.14,1203.51
16,2,795.94,969.37,980.14,1203.51
17,2,795.94,969.37,980.14,1203.51
18,2,795.94,969.37,980.14,1203.51
19,2,795.94,969.37,980.14,1203.51
20,2,795.94,969.37,980.14,1203.51
21,2,795.94,969.37,980.14,1203.51
22,2,795.94,969.37,980.14,1203.51
23,2,795.94,969.37,980.14,1203.51
24,2,795.94,969.37,980.14,1203.51
25,2,795.94,969.37,980.14,1203.51
26,2,795.94,969.37,980.14,1203.51
27,2,795.94,969.37,980.14,1203.51
28,2,795.94,969.37,980.14,1203.51
29,2,795.94,969.37,980.14,1203.51
30,2,795.94,969.37,980.14,1203.51
31,2,795.94,969.37,980.14,1203.51
32,2,795.94,969.37,980.14,1203.51
33,2,795.94,969.37,980.14,1203.51
34,2,795.94,969.37,980.14,1203.51
35,2,795.94,969.37,980.14,1203.51
36,2,795.94,969.37,980.14,1203.51
37,2,795.94,969.37,980.14,1203.51
38,2,795.94,969.37,980.14,1203.51
39,2,795.94,969.37,980.14,1203.51
40,2,795.94,969.37,980.14,1203.51
41,2,795.94,969.37,980.14,1203.51
42,2,795.94,969.37,980.14,1203.51
43,2,795.94,969.37,980.14,1203.51
44,2,795.94,969.37,980.14,1203.51
45,2,795.94,969.37,980.14,1203.51
46,2,795.94,969.37,980.14,1203.51
47,2,795.94,969.37,980.14,1203.51
48,2,795.94,969.37,980.14,1203.51
49,2,795.94,969.37,980.14,1203.51
50,2,795.94,969.37,980.14,1203.51
51,2,795.94,969.37,980.14,1203.51
52,2,795.94,969.37,980.14,1203.51
53,2,795.94,969.37,980.14,1203.51
54,2,795.94,969.37,980.14,1203.51
55,2,795.94,969.37,980.14,1203.51
56,2,795.94,969.37,980.14,1203.51
57,2,795.94,969.37,980.14,1203.51
58,2,795.94,969.37,980.14,1203.51
73,2,799.06,974.05,978.58,1205.07
74,2,799.06,974.05,978.58,1205.07
75,2,799.06,974.05,978.58,1205.07
76,2,799.06,974.05,978.58,1205.07
77,2,799.06,974.05,978.58,1205.07
78,2,799.06,974.05,978.58,1205.07
79,2,799.06,974.05,978.58,1205.07
80,2,799.06,974.05,978.58,1205.07
81,2,799.06,974.05,978.58,1205.07
82,2,799.06,974.05,978.58,1205.07
83,2,799.06,974.05,978.58,1205.07
84,2,799.06,974.05,978.58,1205.07
85,2,799.06,974.05,978.58,1205.07
86,2,799.06,974.05,978.58,1205.07
87,2,799.06,974.05,978.58,1205.07
88,2,799.06,974.05,978.58,1205.07
89,2,799.06,974.05,978.58,1205.07
90,2,799.06,974.05,978.58,1205.07
91,2,799.06,974.05,978.58,1205.07
92,2,799.06,974.05,978.58,1205.07
93,2,799.06,974.05,978.58,1205.07
94,2,799.06,974.05,978.58,1205.07
95,2,799.06,974.05,978.58,1205.07
96,2,799.06,974.05,978.58,1205.07
