Frame,Object ID,x1,y1,x2,y2
0,7,803.75,1167.61,981.7,1303.41
1,7,803.75,1167.61,981.7,1303.41
2,7,803.75,1167.61,981.7,1303.41
3,7,803.75,1167.61,981.7,1303.41
4,7,803.75,1167.61,981.7,1303.41
5,7,803.75,1167.61,981.7,1303.41
6,7,803.75,1167.61,981.7,1303.41
7,7,803.75,1167.61,981.7,1303.41
8,7,803.75,1167.61,981.7,1303.41
9,7,803.75,1167.61,981.7,1303.41
10,7,803.75,1167.61,981.7,1303.41
11,7,803.75,1167.61,981.7,1303.41
12,7,803.75,1167.61,981.7,1303.41
13,7,803.75,1167.61,981.7,1303.41
14,7,803.75,1167.61,981.7,1303.41
15,7,803.75,1167.61,981.7,1303.41
16,7,803.75,1167.61,981.7,1303.41
17,7,803.75,1167.61,981.7,1303.41
18,7,803.75,1167.61,981.7,1303.41
19,7,803.75,1167.61,981.7,1303.41
20,7,803.75,1167.61,981.7,1303.41
21,7,803.75,1167.61,981.7,1303.41
22,7,803.75,1167.61,981.7,1303.41
23,7,803.75,1167.61,981.7,1303.41
24,7,803.75,1167.61,981.7,1303.41
25,7,803.75,1167.61,981.7,1303.41
26,7,803.75,1167.61,981.7,1303.41
27,7,803.75,1167.61,981.7,1303.41
28,7,803.75,1167.61,981.7,1303.41
29,7,803.75,1167.61,981.7,1303.41
30,7,803.75,1167.61,981.7,1303.41
31,7,803.75,1167.61,981.7,1303.41
32,7,803.75,1167.61,981.7,1303.41
33,7,803.75,1167.61,981.7,1303.41
34,7,803.75,1167.61,981.7,1303.41
35,7,803.75,1167.61,981.7,1303.41
36,7,803.75,1167.61,981.7,1303.41
37,7,803.75,1167.61,981.7,1303.41
38,7,803.75,1167.61,981.7,1303.41
39,7,803.75,1167.61,981.7,1303.41
40,7,803.75,1167.61,981.7,1303.41
41,7,803.75,1167.61,981.7,1303.41
42,7,803.75,1167.61,981.7,1303.41
43,7,803.75,1167.61,981.7,1303.41
44,7,803.75,1167.61,981.7,1303.41
45,7,803.75,1167.61,981.7,1303.41
46,7,803.75,1167.61,981.7,1303.41
47,7,803.75,1167.61,981.7,1303.41
48,7,803.75,1167.61,981.7,1303.41
49,7,803.75,1167.61,981.7,1303.41
50,7,803.75,1167.61,981.7,1303.41
51,7,803.75,1167.61,981.7,1303.41
52,7,803.75,1167.61,981.7,1303.41
53,7,803.75,1167.61,981.7,1303.41
54,7,803.75,1167.61,981.7,1303.41
55,7,803.75,1167.61,981.7,1303.41
56,7,803.75,1167.61,981.7,1303.41
57,7,803.75,1167.61,981.7,1303.41
70,7,820.92,1159.8,992.62,1303.41
71,7,817.02,1160.59,988.72,1304.19
72,7,813.11,1161.37,984.82,1304.97
73,7,813.11,1161.37,984.82,1304.97
74,7,813.11,1161.37,984.82,1304.97
75,7,813.11,1161.37,984.82,1304.97
76,7,813.11,1161.37,984.82,1304.97
77,7,813.11,1161.37,984.82,1304.97
78,7,813.11,1161.37,984.82,1304.97
79,7,813.11,1161.37,984.82,1304.97
80,7,813.11,1161.37,984.82,1304.97
81,7,813.11,1161.37,984.82,1304.97
82,7,813.11,1161.37,984.82,1304.97
83,7,813.11,1161.37,984.82,1304.97
84,7,813.11,1161.37,984.82,1304.97
85,7,813.11,1161.37,984.82,1304.97
86,7,813.11,1161.37,984.82,1304.97
87,7,813.11,1161.37,984.82,1304.97
88,7,813.11,1161.37,984.82,1304.97
89,7,813.11,1161.37,984.82,1304.97
90,7,813.11,1161.37,984.82,1304.97
91,7,813.11,1161.37,984.82,1304.97
92,7,813.11,1161.37,984.82,1304.97
93,7,813.11,1161.37,984.82,1304.97
94,7,813.11,1161.37,984.82,1304.97
95,7,813.11,1161.37,984.82,1304.97
96,7,813.11,1161.37,984.82,1304.97
97,7,813.11,1161.37,984.82,1304.97
98,7,813.11,1161.37,984.82,1304.97
99,7,813.11,1161.37,984.82,1304.97
100,7,813.11,1161.37,984.82,1304.97
101,7,813.11,1161.37,984.82,1304.97
102,7,813.11,1161.37,984.82,1304.97
103,7,813.11,1161.37,984.82,1304.97
104,7,813.11,1161.37,984.82,1304.97
105,7,813.11,1161.37,984.82,1304.97
106,7,813.11,1161.37,984.82,1304.97
107,7,813.11,1161.37,984.82,1304.97
108,7,813.11,1161.37,984.82,1304.97
109,7,813.11,1161.37,984.82,1304.97
110,7,813.11,1161.37,984.82,1304.97
111,7,813.11,1161.37,984.82,1304.97
112,7,813.11,1161.37,984.82,1304.97
113,7,813.11,1161.37,984.82,1304.97
114,7,813.11,1161.37,984.82,1304.97
115,7,813.11,1161.37,984.82,1304.97
116,7,813.11,1161.37,984.82,1304.97
117,7,813.11,1161.37,984.82,1304.97
118,7,813.11,1161.37,984.82,1304.97
119,7,813.11,1161.37,984.82,1304.97
120,7,813.11,1161.37,984.82,1304.97
121,7,813.11,1161.37,984.82,1304.97
122,7,813.11,1161.37,984.82,1304.97
123,7,813.11,1161.37,984.82,1304.97
124,7,813.11,1161.37,984.82,1304.97
125,7,813.11,1161.37,984.82,1304.97
126,7,813.11,1161.37,984.82,1304.97
127,7,813.11,1161.37,984.82,1304.97
128,7,813.11,1161.37,984.82,1304.97
129,7,813.11,1161.37,984.82,1304.97
130,7,813.11,1161.37,984.82,1304.97
131,7,813.11,1161.37,984.82,1304.97
132,7,813.11,1161.37,984.82,1304.97
133,7,813.11,1161.37,984.82,1304.97
134,7,813.11,1161.37,984.82,1304.97
135,7,813.11,1161.37,984.82,1304.97
136,7,813.11,1161.37,984.82,1304.97
137,7,813.11,1161.37,984.82,1304.97
138,7,813.11,1161.37,984.82,1304.97
139,7,813.11,1161.37,984.82,1304.97
140,7,813.11,1161.37,984.82,1304.97
141,7,813.11,1161.37,984.82,1304.97
142,7,813.11,1161.37,984.82,1304.97
143,7,813.11,1161.37,984.82,1304.97
144,7,813.11,1161.37,984.82,1304.97
145,7,813.11,1161.37,984.82,1304.97
146,7,813.11,1161.37,984.82,1304.97
147,7,813.11,1161.37,984.82,1304.97
148,7,813.11,1161.37,984.82,1304.97
149,7,813.11,1161.37,984.82,1304.97
150,7,813.11,1161.37,984.82,1304.97
151,7,813.11,1161.37,984.82,1304.97
152,7,813.11,1161.37,984.82,1304.97
153,7,813.11,1161.37,984.82,1304.97
154,7,813.11,1161.37,984.82,1304.97
155,7,813.11,1161.37,984.82,1304.97
156,7,813.11,1161.37,984.82,1304.97
157,7,813.11,1161.37,984.82,1304.97
158,7,813.11,1161.37,984.82,1304.97
159,7,813.11,1161.37,984.82,1304.97
160,7,813.11,1161.37,984.82,1304.97
161,7,813.11,1161.37,984.82,1304.97
162,7,813.11,1161.37,984.82,1304.97
163,7,813.11,1161.37,984.82,1304.97
164,7,813.11,1161.37,984.82,1304.97
165,7,813.11,1161.37,984.82,1304.97
166,7,813.11,1161.37,984.82,1304.97
167,7,813.11,1161.37,984.82,1304.97
168,7,813.11,1161.37,984.82,1304.97
169,7,813.11,1161.37,984.82,1304.97
170,7,813.11,1161.37,984.82,1304.97
171,7,813.11,1161.37,984.82,1304.97
172,7,813.11,1161.37,984.82,1304.97
173,7,813.11,1161.37,984.82,1304.97
174,7,813.11,1161.37,984.82,1304.97
175,7,813.11,1161.37,984.82,1304.97
176,7,813.11,1161.37,984.82,1304.97
177,7,813.11,1161.37,984.82,1304.97
178,7,813.11,1161.37,984.82,1304.97
179,7,813.11,1161.37,984.82,1304.97
180,7,813.11,1161.37,984.82,1304.97
181,7,813.11,1161.37,984.82,1304.97
182,7,813.11,1161.37,984.82,1304.97
183,7,813.11,1161.37,984.82,1304.97
184,7,813.11,1161.37,984.82,1304.97
185,7,813.11,1161.37,984.82,1304.97
186,7,813.11,1161.37,984.82,1304.97
187,7,813.11,1161.37,984.82,1304.97
188,7,813.11,1161.37,984.82,1304.97
189,7,813.11,1161.37,984.82,1304.97
190,7,813.11,1161.37,984.82,1304.97
191,7,813.11,1161.37,984.82,1304.97
192,7,813.11,1161.37,984.82,1304.97
193,7,813.11,1161.37,984.82,1304.97
194,7,813.11,1161.37,984.82,1304.97
195,7,813.11,1161.37,984.82,1304.97
196,7,813.11,1161.37,984.82,1304.97
197,7,813.11,1161.37,984.82,1304.97
198,7,813.11,1161.37,984.82,1304.97
199,7,813.11,1161.37,984.82,1304.97
200,7,813.11,1161.37,984.82,1304.97
201,7,813.11,1161.37,984.82,1304.97
202,7,813.11,1161.37,984.82,1304.97
203,7,813.11,1161.37,984.82,1304.97
204,7,813.11,1161.37,984.82,1304.97
205,7,813.11,1161.37,984.82,1304.97
206,7,813.11,1161.37,984.82,1304.97
207,7,813.11,1161.37,984.82,1304.97
208,7,813.11,1161.37,984.82,1304.97
209,7,813.11,1161.37,984.82,1304.97
210,7,813.11,1161.37,984.82,1304.97
211,7,813.11,1161.37,984.82,1304.97
212,7,813.11,1161.37,984.82,1304.97
213,7,813.11,1161.37,984.82,1304.97
214,7,813.11,1161.37,984.82,1304.97
215,7,813.11,1161.37,984.82,1304.97
216,7,813.11,1161.37,984.82,1304.97
217,7,813.11,1161.37,984.82,1304.97
218,7,813.11,1161.37,984.82,1304.97
219,7,813.11,1161.37,984.82,1304.97
220,7,813.11,1161.37,984.82,1304.97
221,7,813.11,1161.37,984.82,1304.97
222,7,813.11,1161.37,984.82,1304.97
223,7,813.11,1161.37,984.82,1304.97
224,7,813.11,1161.37,984.82,1304.97
225,7,813.11,1161.37,984.82,1304.97
226,7,813.11,1161.37,984.82,1304.97
227,7,813.11,1161.37,984.82,1304.97
228,7,813.11,1161.37,984.82,1304.97
229,7,813.11,1161.37,984.82,1304.97
230,7,813.11,1161.37,984.82,1304.97
231,7,813.11,1161.37,984.82,1304.97
232,7,813.11,1161.37,984.82,1304.97
233,7,813.11,1161.37,984.82,1304.97
234,7,813.11,1161.37,984.82,1304.97
235,7,813.11,1161.37,984.82,1304.97
236,7,813.11,1161.37,984.82,1304.97
237,7,813.11,1161.37,984.82,1304.97
238,7,813.11,1161.37,984.82,1304.97
239,7,813.11,1161.37,984.82,1304.97
240,7,813.11,1161.37,984.82,1304.97
241,7,813.11,1161.37,984.82,1304.97
242,7,813.11,1161.37,984.82,1304.97
243,7,813.11,1161.37,984.82,1304.97
244,7,813.11,1161.37,984.82,1304.97
245,7,813.11,1161.37,984.82,1304.97
246,7,813.11,1161.37,984.82,1304.97
247,7,813.11,1161.37,984.82,1304.97
248,7,813.11,1161.37,984.82,1304.97
249,7,813.11,1161.37,984.82,1304.97
250,7,813.11,1161.37,984.82,1304.97
251,7,813.11,1161.37,984.82,1304.97
252,7,813.11,1161.37,984.82,1304.97
253,7,813.11,1161.37,984.82,1304.97
254,7,813.11,1161.37,984.82,1304.97
255,7,813.11,1161.37,984.82,1304.97
256,7,813.11,1161.37,984.82,1304.97
257,7,813.11,1161.37,984.82,1304.97
258,7,813.11,1161.37,984.82,1304.97
259,7,813.11,1161.37,984.82,1304.97
260,7,813.11,1161.37,984.82,1304.97
261,7,813.11,1161.37,984.82,1304.97
262,7,813.11,1161.37,984.82,1304.97
263,7,813.11,1161.37,984.82,1304.97
264,7,813.11,1161.37,984.82,1304.97
265,7,813.11,1161.37,984.82,1304.97
266,7,813.11,1161.37,984.82,1304.97
267,7,813.11,1161.37,984.82,1304.97
268,7,813.11,1161.37,984.82,1304.97
269,7,813.11,1161.37,984.82,1304.97
270,7,813.11,1161.37,984.82,1304.97
271,7,813.11,1161.37,984.82,1304.97
272,7,813.11,1161.37,984.82,1304.97
273,7,813.11,1161.37,984.82,1304.97
274,7,813.11,1161.37,984.82,1304.97
275,7,813.11,1161.37,984.82,1304.97
276,7,813.11,1161.37,984.82,1304.97
277,7,813.11,1161.37,984.82,1304.97
278,7,813.11,1161.37,984.82,1304.97
279,7,813.11,1161.37,984.82,1304.97
280,7,813.11,1161.37,984.82,1304.97
281,7,813.11,1161.37,984.82,1304.97
282,7,813.11,1161.37,984.82,1304.97
283,7,813.11,1161.37,984.82,1304.97
284,7,813.11,1161.37,984.82,1304.97
285,7,813.11,1161.37,984.82,1304.97
286,7,813.11,1161.37,984.82,1304.97
287,7,813.11,1161.37,984.82,1304.97
288,7,813.11,1161.37,984.82,1304.97
289,7,813.11,1161.37,984.82,1304.97
290,7,813.11,1161.37,984.82,1304.97
291,7,813.11,1161.37,984.82,1304.97
292,7,813.11,1161.37,984.82,1304.97
293,7,813.11,1161.37,984.82,1304.97
294,7,813.11,1161.37,984.82,1304.97
295,7,813.11,1161.37,984.82,1304.97
296,7,813.11,1161.37,984.82,1304.97
297,7,813.11,1161.37,984.82,1304.97
298,7,813.11,1161.37,984.82,1304.97
299,7,813.11,1161.37,984.82,1304.97
300,7,813.11,1161.37,984.82,1304.97
301,7,813.11,1161.37,984.82,1304.97
302,7,813.11,1161.37,984.82,1304.97
303,7,813.11,1161.37,984.82,1304.97
304,7,813.11,1161.37,984.82,1304.97
305,7,813.11,1161.37,984.82,1304.97
306,7,813.11,1161.37,984.82,1304.97
307,7,813.11,1161.37,984.82,1304.97
308,7,813.11,1161.37,984.82,1304.97
309,7,813.11,1161.37,984.82,1304.97
310,7,813.11,1161.37,984.82,1304.97
311,7,813.11,1161.37,984.82,1304.97
312,7,813.11,1161.37,984.82,1304.97
313,7,813.11,1161.37,984.82,1304.97
314,7,813.11,1161.37,984.82,1304.97
315,7,813.11,1161.37,984.82,1304.97
316,7,813.11,1161.37,984.82,1304.97
317,7,813.11,1161.37,984.82,1304.97
318,7,813.11,1161.37,984.82,1304.97
319,7,813.11,1161.37,984.82,1304.97
320,7,813.11,1161.37,984.82,1304.97
321,7,813.11,1161.37,984.82,1304.97
322,7,813.11,1161.37,984.82,1304.97
323,7,813.11,1161.37,984.82,1304.97
324,7,813.11,1161.37,984.82,1304.97
325,7,813.11,1161.37,984.82,1304.97
326,7,813.11,1161.37,984.82,1304.97
327,7,813.11,1161.37,984.82,1304.97
328,7,813.11,1161.37,984.82,1304.97
329,7,813.11,1161.37,984.82,1304.97
330,7,813.11,1161.37,984.82,1304.97
331,7,813.11,1161.37,984.82,1304.97
332,7,813.11,1161.37,984.82,1304.97
333,7,813.11,1161.37,984.82,1304.97
334,7,813.11,1161.37,984.82,1304.97
335,7,813.11,1161.37,984.82,1304.97
336,7,813.11,1161.37,984.82,1304.97
337,7,813.11,1161.37,984.82,1304.97
338,7,813.11,1161.37,984.82,1304.97
339,7,813.11,1161.37,984.82,1304.97
340,7,813.11,1161.37,984.82,1304.97
341,7,813.11,1161.37,984.82,1304.97
342,7,813.11,1161.37,984.82,1304.97
343,7,813.11,1161.37,984.82,1304.97
344,7,813.11,1161.37,984.82,1304.97
345,7,813.11,1161.37,984.82,1304.97
346,7,813.11,1161.37,984.82,1304.97
347,7,813.11,1161.37,984.82,1304.97
348,7,813.11,1161.37,984.82,1304.97
349,7,813.11,1161.37,984.82,1304.97
350,7,813.11,1161.37,984.82,1304.97
351,7,813.11,1161.37,984.82,1304.97
352,7,813.11,1161.37,984.82,1304.97
353,7,813.11,1161.37,984.82,1304.97
354,7,813.11,1161.37,984.82,1304.97
355,7,813.11,1161.37,984.82,1304.97
356,7,813.11,1161.37,984.82,1304.97
357,7,813.11,1161.37,984.82,1304.97
358,7,813.11,1161.37,984.82,1304.97
359,7,813.11,1161.37,984.82,1304.97
360,7,813.11,1161.37,984.82,1304.97
361,7,813.11,1161.37,984.82,1304.97
362,7,813.11,1161.37,984.82,1304.97
363,7,813.11,1161.37,984.82,1304.97
364,7,813.11,1161.37,984.82,1304.97
365,7,813.11,1161.37,984.82,1304.97
366,7,813.11,1161.37,984.82,1304.97
367,7,813.11,1161.37,984.82,1304.97
368,7,813.11,1161.37,984.82,1304.97
369,7,813.11,1161.37,984.82,1304.97
370,7,813.11,1161.37,984.82,1304.97
371,7,813.11,1161.37,984.82,1304.97
372,7,813.11,1161.37,984.82,1304.97
373,7,813.11,1161.37,984.82,1304.97
374,7,813.11,1161.37,984.82,1304.97
375,7,813.11,1161.37,984.82,1304.97
376,7,813.11,1161.37,984.82,1304.97
377,7,813.11,1161.37,984.82,1304.97
378,7,813.11,1161.37,984.82,1304.97
379,7,813.11,1161.37,984.82,1304.97
380,7,813.11,1161.37,984.82,1304.97
381,7,813.11,1161.37,984.82,1304.97
382,7,813.11,1161.37,984.82,1304.97
383,7,813.11,1161.37,984.82,1304.97
384,7,813.11,1161.37,984.82,1304.97
385,7,813.11,1161.37,984.82,1304.97
386,7,813.11,1161.37,984.82,1304.97
